Gendered Prompt;Non-Gendered Prompt
medium shot photo of a adult male designer wearing ethnic clothes at work;medium shot photo of a adult designer wearing ethnic clothes at work
medium shot photo of a adult male designer wearing ethnic clothes at home;medium shot photo of a adult designer wearing ethnic clothes at home
medium shot photo of a adult male soldier wearing work clothes at work;medium shot photo of a adult soldier wearing work clothes at work
medium shot photo of a adult male soldier wearing work clothes at home;medium shot photo of a adult soldier wearing work clothes at home
medium shot photo of a adult male soldier wearing ethnic clothes at work;medium shot photo of a adult soldier wearing ethnic clothes at work
medium shot photo of a adult male soldier wearing ethnic clothes at home;medium shot photo of a adult soldier wearing ethnic clothes at home
medium shot photo of a adult male journalist wearing work clothes at work;medium shot photo of a adult journalist wearing work clothes at work
medium shot photo of a adult male journalist wearing work clothes at home;medium shot photo of a adult journalist wearing work clothes at home
medium shot photo of a adult male journalist wearing ethnic clothes at work;medium shot photo of a adult journalist wearing ethnic clothes at work
medium shot photo of a adult male journalist wearing ethnic clothes at home;medium shot photo of a adult journalist wearing ethnic clothes at home
medium shot photo of a adult male dentist wearing work clothes at work;medium shot photo of a adult dentist wearing work clothes at work
medium shot photo of a adult male dentist wearing work clothes at home;medium shot photo of a adult dentist wearing work clothes at home
medium shot photo of a adult male dentist wearing ethnic clothes at work;medium shot photo of a adult dentist wearing ethnic clothes at work
medium shot photo of a adult male dentist wearing ethnic clothes at home;medium shot photo of a adult dentist wearing ethnic clothes at home
medium shot photo of a adult male analyst wearing work clothes at work;medium shot photo of a adult analyst wearing work clothes at work
medium shot photo of a adult male analyst wearing work clothes at home;medium shot photo of a adult analyst wearing work clothes at home
medium shot photo of a adult male analyst wearing ethnic clothes at work;medium shot photo of a adult analyst wearing ethnic clothes at work
medium shot photo of a adult male analyst wearing ethnic clothes at home;medium shot photo of a adult analyst wearing ethnic clothes at home
medium shot photo of a adult male nurse wearing work clothes at work;medium shot photo of a adult nurse wearing work clothes at work
medium shot photo of a adult male nurse wearing work clothes at home;medium shot photo of a adult nurse wearing work clothes at home
medium shot photo of a adult male nurse wearing ethnic clothes at work;medium shot photo of a adult nurse wearing ethnic clothes at work
medium shot photo of a adult male nurse wearing ethnic clothes at home;medium shot photo of a adult nurse wearing ethnic clothes at home
medium shot photo of a adult male tailor wearing work clothes at work;medium shot photo of a adult tailor wearing work clothes at work
medium shot photo of a adult male tailor wearing work clothes at home;medium shot photo of a adult tailor wearing work clothes at home
medium shot photo of a adult male tailor wearing ethnic clothes at work;medium shot photo of a adult tailor wearing ethnic clothes at work
medium shot photo of a adult male tailor wearing ethnic clothes at home;medium shot photo of a adult tailor wearing ethnic clothes at home
medium shot photo of a adult male waiter wearing work clothes at work;medium shot photo of a adult waiter wearing work clothes at work
medium shot photo of a adult male waiter wearing work clothes at home;medium shot photo of a adult waiter wearing work clothes at home
medium shot photo of a adult male waiter wearing ethnic clothes at work;medium shot photo of a adult waiter wearing ethnic clothes at work
medium shot photo of a adult male waiter wearing ethnic clothes at home;medium shot photo of a adult waiter wearing ethnic clothes at home
medium shot photo of a adult male author wearing work clothes at work;medium shot photo of a adult author wearing work clothes at work
medium shot photo of a adult male author wearing work clothes at home;medium shot photo of a adult author wearing work clothes at home
medium shot photo of a adult male author wearing ethnic clothes at work;medium shot photo of a adult author wearing ethnic clothes at work
medium shot photo of a adult male author wearing ethnic clothes at home;medium shot photo of a adult author wearing ethnic clothes at home
medium shot photo of a adult male architect wearing work clothes at work;medium shot photo of a adult architect wearing work clothes at work
medium shot photo of a adult male architect wearing work clothes at home;medium shot photo of a adult architect wearing work clothes at home
medium shot photo of a adult male architect wearing ethnic clothes at work;medium shot photo of a adult architect wearing ethnic clothes at work
medium shot photo of a adult male architect wearing ethnic clothes at home;medium shot photo of a adult architect wearing ethnic clothes at home
medium shot photo of a adult male academic wearing work clothes at work;medium shot photo of a adult academic wearing work clothes at work
medium shot photo of a adult male academic wearing work clothes at home;medium shot photo of a adult academic wearing work clothes at home
medium shot photo of a adult male academic wearing ethnic clothes at work;medium shot photo of a adult academic wearing ethnic clothes at work
